UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days,Target_Customers
U115652,1,1,97,PR100902,WINDOWS,PR100902,1,2,0
U100973,2,6,511,PR100374,WINDOWS,PR100590,6,4,0
U126781,0,1,645,PR100037,WINDOWS,PR100037,0,0,0
U116377,1,2,82,PR100017,ANDROID,PR100458,5,1,0
U106998,2,3,634,PR100612,ANDROID,PR100327,2,0,0
U122020,0,4,509,PR100250,WINDOWS,PR100051,0,0,0
U136371,0,0,1648,Product101,WINDOWS,PR100263,0,0,0
U116411,1,1,199,PR101203,MAC OS X,PR101203,0,5,0
U126112,0,1,122,PR100166,WINDOWS,PR100095,0,0,0
U108435,2,2,69,PR100219,MAC OS X,PR100219,3,6,0
U110495,1,1,58,PR100339,WINDOWS,PR100339,1,0,0
U111428,1,1,232,PR100134,WINDOWS,PR100134,2,0,0
U117706,1,4,72,PR100017,WINDOWS,PR100200,3,1,0
U114021,1,2,230,PR100522,WINDOWS,PR101534,3,42,0
U118497,0,1,974,PR100189,LINUX,PR100189,0,0,0
U118774,0,3,268,PR100390,WINDOWS,PR100390,0,0,0
U129320,0,0,1551,Product101,ANDROID,Product101,0,0,0
U107980,2,3,146,PR100279,WINDOWS,PR100279,4,2,0
U110883,2,3,954,PR100010,ANDROID,PR100019,4,0,0
U122804,0,1,57,PR101637,ANDROID,Product101,0,0,0
U136195,0,0,848,Product101,WINDOWS,PR100279,0,0,0
U117089,1,1,507,PR101474,MAC OS X,Product101,0,0,0
U120849,0,1,57,PR100859,ANDROID,PR100859,0,0,0
U119431,0,6,407,PR100339,WINDOWS,PR100152,0,0,0
U111181,1,1,1039,PR100881,WINDOWS,PR100881,1,0,0
U131079,0,0,110,Product101,WINDOWS,PR100145,0,0,0
U132337,0,0,45,Product101,ANDROID,PR100616,0,0,0
U129984,0,0,70,Product101,ANDROID,PR101148,0,0,0
U118906,0,4,52,PR100017,WINDOWS,PR100015,0,0,0
U123748,0,12,341,PR101592,WINDOWS,PR100123,0,0,0
U108452,0,0,65,Product101,WINDOWS,PR100050,0,0,0
U100433,2,3,52,PR100182,ANDROID,PR100182,1,0,0
U128286,0,0,1185,Product101,WINDOWS,PR100355,0,0,0
U113086,1,1,95,PR100023,ANDROID,PR100023,0,0,0
U107713,1,4,81,PR100224,UBUNTU,PR100224,1,1,0
U132669,0,0,69,Product101,WINDOWS,PR100086,0,0,0
U109495,2,8,1215,PR101609,WINDOWS,PR101677,12,13,0
U125460,0,1,71,PR100086,WINDOWS,PR100086,0,0,0
U125578,0,5,66,PR100219,ANDROID,PR100573,0,0,0
U123505,0,1,63,PR100258,ANDROID,PR100258,0,0,0
U114132,1,1,578,PR100275,WINDOWS,PR100275,1,6,0
U130731,0,0,216,Product101,ANDROID,Product101,0,0,0
U108536,2,9,153,PR100222,WINDOWS,PR100876,6,4,0
U124602,0,1,372,PR100102,ANDROID,PR100102,0,0,0
U127520,0,5,48,PR100390,MAC OS X,PR100390,0,0,0
U128101,0,1,134,PR100859,WINDOWS,PR100859,0,0,0
U120097,0,8,46,PR100200,MAC OS X,PR100859,0,0,0
U102551,1,1,617,PR100436,WINDOWS,PR100436,1,0,0
U116021,1,1,809,PR100017,ANDROID,PR100017,1,1,0
U127405,0,1,205,PR100341,UBUNTU,PR100341,0,0,0
U134674,0,0,42,Product101,WINDOWS,Product101,0,0,0
U101199,5,8,122,PR100390,WINDOWS,PR100390,24,40,1
U105086,2,3,2164,PR100841,LINUX,PR100492,2,6,0
U134676,0,0,633,Product101,WINDOWS,PR100287,0,0,0
U128895,0,0,368,Product101,ANDROID,PR100149,0,0,0
U106913,3,5,434,PR101693,ANDROID,PR100241,3,5,0
U134130,0,0,121,Product101,WINDOWS,PR100263,0,0,0
U134533,0,0,1374,Product101,ANDROID,PR100434,0,0,0
U123955,0,1,51,PR100282,ANDROID,PR100282,0,0,0
U126488,0,2,69,PR100036,WINDOWS,PR100060,0,0,0
U111604,2,4,158,PR101039,ANDROID,PR101039,2,1,0
U119259,0,1,51,PR100102,WINDOWS,PR100102,0,0,0
U105451,4,5,181,PR100833,ANDROID,PR101395,5,3,0
U121444,0,1,58,PR100200,ANDROID,PR100200,0,0,0
U120680,0,8,61,PR100017,WINDOWS,PR100287,0,0,0
U126597,0,1,1089,PR100118,WINDOWS,PR100118,0,0,0
U132004,0,0,46,Product101,ANDROID,PR100102,0,0,0
U118062,0,6,445,PR100017,ANDROID,PR100390,0,0,0
U116139,0,0,1080,Product101,WINDOWS,Product101,0,0,0
U136245,0,0,42,Product101,ANDROID,PR100045,0,0,0
U124604,0,2,148,PR101986,WINDOWS,PR101986,0,0,0
U110619,1,0,245,Product101,ANDROID,Product101,2,0,0
U125450,0,1,75,PR101148,ANDROID,PR101148,0,0,0
U104105,1,1,345,PR100515,WINDOWS,PR100515,1,1,0
U114197,1,1,50,PR100200,MAC OS X,PR100200,1,0,0
U118347,0,2,54,PR100587,WINDOWS,PR100017,0,0,0
U115178,1,3,653,PR100457,WINDOWS,PR100826,0,30,0
U122718,0,1,739,PR100102,MAC OS X,PR100102,0,0,0
U126710,0,3,146,PR100060,ANDROID,PR100086,0,0,0
U111820,2,2,2034,PR100390,MAC OS X,PR100390,1,2,0
U129063,0,0,106,Product101,WINDOWS,PR100142,0,0,0
U119929,0,1,245,PR100872,ANDROID,PR100872,0,0,0
U135800,0,0,110,Product101,MAC OS X,PR106078,0,0,0
U106584,3,4,163,PR100031,WINDOWS,PR100047,5,2,0
U105337,2,4,342,PR100115,ANDROID,PR100115,1,0,0
U108565,2,3,385,PR100017,ANDROID,PR100017,1,1,0
U125255,0,1,87,PR101765,MAC OS X,PR101765,0,0,0
U125868,0,1,75,PR100859,WINDOWS,PR100859,0,0,0
U132683,0,0,243,Product101,WINDOWS,PR101693,0,0,0
U134335,0,0,106,Product101,ANDROID,PR100144,0,0,0
U127489,0,1,878,PR100226,WINDOWS,PR100226,0,0,0
U116785,1,7,1567,PR101538,MAC OS X,PR100841,2,53,0
U129997,0,0,121,Product101,ANDROID,Product101,0,0,0
U126850,0,1,105,PR101148,WINDOWS,PR101148,0,0,0
U128532,0,0,887,Product101,WINDOWS,PR100344,0,0,0
U106055,1,1,55,PR100801,WINDOWS,PR100801,2,2,0
U136874,0,0,42,Product101,WINDOWS,PR100339,0,0,0
U129756,0,0,296,Product101,WINDOWS,Product101,0,0,0
U107600,3,4,254,PR100130,WINDOWS,PR101425,6,78,0
U104749,1,3,90,PR100050,WINDOWS,PR100301,1,0,0
U100349,2,3,817,PR100438,WINDOWS,PR100130,1,1,0
U110594,2,8,447,PR100102,WINDOWS,PR100466,7,35,0
U119541,0,12,132,PR100244,WINDOWS,PR107905,0,0,0
U110556,2,19,1339,PR100380,WINDOWS,PR100359,1,58,0
U136328,0,0,43,Product101,WINDOWS,PR100050,0,0,0
U127448,0,2,706,PR100017,WINDOWS,PR100017,0,0,0
U113401,1,5,760,PR100219,ANDROID,PR100352,1,1,0
U129889,0,0,49,Product101,IOS,PR100487,0,0,0
U123309,0,5,164,PR100390,WINDOWS,PR100390,0,0,0
U124716,0,1,74,PR100265,WINDOWS,Product101,0,0,0
U106961,3,18,181,PR100328,WINDOWS,PR100197,6,3,0
U128022,0,1,382,PR100351,WINDOWS,Product101,0,0,0
U106435,2,1,125,PR100962,WINDOWS,PR100962,2,0,0
U120466,0,1,54,PR100382,WINDOWS,PR100382,0,0,0
U109124,1,1,859,PR100178,WINDOWS,PR100178,1,13,0
U130962,0,0,153,Product101,WINDOWS,PR100885,0,0,0
U109269,1,17,792,PR100788,MAC OS X,PR101287,4,2,0
U133870,0,0,54,Product101,WINDOWS,PR100102,0,0,0
U114105,1,1,43,PR100017,MAC OS X,PR100017,1,4,0
U117039,1,1,157,PR100019,ANDROID,PR100019,1,0,0
U122260,0,0,326,Product101,WINDOWS,PR100252,0,0,0
U123238,0,1,255,PR101800,WINDOWS,PR101800,0,0,0
U102409,0,1,137,PR100018,ANDROID,PR100018,0,0,0
U125015,0,1,122,PR100498,WINDOWS,Product101,0,0,0
U109962,3,5,191,PR100481,WINDOWS,PR100656,0,21,0
U112289,3,3,109,PR100166,WINDOWS,PR100166,3,6,0
U116684,1,4,239,PR100069,WINDOWS,PR100069,1,1,0
U129763,0,0,314,Product101,WINDOWS,PR100102,0,0,0
U103674,3,4,84,PR100166,WINDOWS,PR100017,3,4,0
U136401,0,0,46,Product101,ANDROID,PR100028,0,0,0
U126361,0,1,404,PR101689,MAC OS X,PR101689,0,0,0
U118275,0,3,107,PR100329,MAC OS X,PR100329,0,0,0
U114222,1,2,373,PR100466,WINDOWS,PR100466,2,4,0
U105466,2,4,56,PR101024,UBUNTU,PR101030,3,8,0
U116558,1,1,428,PR100250,WINDOWS,PR100250,1,0,0
U126384,0,1,174,PR100102,WINDOWS,Product101,0,0,0
U125410,0,1,397,PR100283,WINDOWS,PR100283,0,0,0
U134126,0,0,591,Product101,WINDOWS,PR100386,0,0,0
U129174,0,0,143,Product101,WINDOWS,PR100179,0,0,0
U119020,0,4,51,PR100301,WINDOWS,PR100060,0,0,0
U104240,1,1,417,PR101039,ANDROID,PR101039,1,0,0
U119805,0,1,60,PR100252,WINDOWS,PR100252,0,0,0
U101338,3,2,62,PR100312,WINDOWS,PR100312,3,0,0
U122110,0,1,1145,PR100885,WINDOWS,PR100885,0,0,0
U132118,0,0,201,Product101,MAC OS X,PR100333,0,0,0
U121012,0,1,770,PR101616,ANDROID,PR100166,0,0,0
U113434,2,2,479,PR100562,WINDOWS,Product101,0,7,0
U108512,0,4,177,PR100365,WINDOWS,PR100802,0,0,0
U113652,2,7,2103,PR100051,LINUX,PR100515,6,4,0
U107785,2,5,118,PR100108,ANDROID,PR100108,4,2,0
U111248,2,1,50,PR100428,WINDOWS,PR100428,1,0,0
U116385,1,1,1331,PR100803,WINDOWS,Product101,0,1,0
U125079,0,1,183,PR100166,WINDOWS,PR100166,0,0,0
U122158,0,1,828,PR100792,ANDROID,PR100792,0,0,0
U129704,0,0,1412,Product101,MAC OS X,PR100102,0,0,0
U103904,1,1,179,PR100234,ANDROID,PR100234,1,0,0
U125620,0,3,81,PR100003,WINDOWS,Product101,0,0,0
U108660,3,15,1705,PR100051,WINDOWS,PR100962,8,7,0
U133452,0,0,94,Product101,WINDOWS,PR102390,0,0,0
U125361,0,1,88,PR100098,ANDROID,Product101,0,0,0
U115347,2,4,202,PR100153,WINDOWS,PR100051,4,3,0
U100159,2,2,285,PR100014,ANDROID,PR100318,1,0,0
U128985,0,0,585,Product101,WINDOWS,Product101,0,0,0
U112564,1,1,43,PR100200,ANDROID,PR100200,1,0,0
U125244,0,0,64,Product101,ANDROID,PR100631,0,0,0
U104539,4,4,115,PR100228,WINDOWS,PR100228,9,18,0
U104784,1,1,1194,PR100606,ANDROID,PR100606,1,6,0
U125334,0,1,196,PR100119,WINDOWS,Product101,0,0,0
U131718,0,0,339,Product101,WINDOWS,PR100136,0,0,0
U118630,0,2,66,PR100613,WINDOWS,PR100613,0,0,0
U107623,2,4,522,PR100121,WINDOWS,PR100121,1,2,0
U108248,3,2,510,PR100064,WINDOWS,PR101105,2,5,0
U103468,0,8,584,PR100509,WINDOWS,PR100403,0,0,0
U122307,0,3,50,PR100136,MAC OS X,PR100051,0,0,0
U111761,1,19,43,PR100885,WINDOWS,PR100859,37,45,0
U102330,1,4,250,PR100209,WINDOWS,PR101031,0,1,0
U110128,2,2,506,PR100036,WINDOWS,PR100036,1,2,0
U118829,0,1,134,PR100331,WINDOWS,PR100331,0,0,0
U114443,1,1,1796,PR100096,WINDOWS,PR100096,1,0,0
U117401,1,6,49,PR100209,MAC OS X,PR100028,0,1,0
U112629,1,1,239,PR101543,WINDOWS,PR101543,2,1,0
U132345,0,0,150,Product101,WINDOWS,PR100041,0,0,0
U112194,1,4,486,PR100051,WINDOWS,PR100283,1,0,0
U107521,2,5,2154,PR100657,MAC OS X,PR100991,1,1,0
U113456,1,1,84,PR101529,ANDROID,PR101529,1,1,0
U110268,1,1,227,PR100102,ANDROID,Product101,0,2,0
U128165,0,1,46,PR100469,WINDOWS,Product101,0,0,0
U106629,1,1,96,PR100017,ANDROID,PR100017,1,0,0
U110324,1,1,85,PR100036,WINDOWS,PR100036,2,1,0
U111540,1,1,48,PR100728,ANDROID,PR100728,1,0,0
U113519,1,1,416,PR100010,ANDROID,Product101,0,1,0
U124820,0,2,340,PR100003,WINDOWS,PR100003,0,0,0
U119827,0,8,1208,PR101356,LINUX,PR100130,0,0,0
U107038,0,1,62,PR100739,ANDROID,PR100739,0,0,0
U106997,1,1,494,PR100036,ANDROID,PR100036,1,0,0
U116813,1,6,93,PR100872,ANDROID,PR100872,9,1,0
U115808,1,1,108,PR100070,WINDOWS,Product101,0,1,0
U124378,0,2,528,PR100906,ANDROID,PR100906,0,0,0
U126268,0,2,88,PR100776,WINDOWS,PR100776,0,0,0
U132057,0,0,49,Product101,ANDROID,PR101814,0,0,0
U119062,0,1,56,PR100107,WINDOWS,PR100107,0,0,0
U124112,0,1,1871,PR100017,WINDOWS,Product101,0,0,0
U101741,0,1,158,PR100123,ANDROID,PR100123,0,0,0
U108183,2,5,226,PR100457,MAC OS X,PR100773,3,4,0
U129886,0,0,2174,Product101,MAC OS X,PR100773,0,0,0
U126890,0,1,943,PR100540,MAC OS X,Product101,0,0,0
U102075,0,1,1547,PR100875,WINDOWS,PR100471,0,0,0
U132688,0,0,60,Product101,ANDROID,PR100098,0,0,0
U136037,0,0,483,Product101,WINDOWS,PR100133,0,0,0
U122254,0,1,493,PR100017,MAC OS X,PR100017,0,0,0
U121449,0,1,610,PR100757,WINDOWS,PR100757,0,0,0
U102872,1,6,108,PR100102,ANDROID,PR100144,3,7,0
U129231,0,0,77,Product101,WINDOWS,PR100735,0,0,0
U127698,0,2,476,PR100003,ANDROID,PR100872,0,0,0
U110581,1,2,59,PR100070,WINDOWS,PR100241,2,1,0
U115772,1,1,1411,PR100369,IOS,PR100369,2,0,0
U108339,2,13,548,PR100263,MAC OS X,PR104957,10,387,0
U114921,1,5,290,PR106781,ANDROID,PR106781,6,16,0
U115564,1,5,55,PR100028,WINDOWS,PR100070,9,9,0
U127454,0,1,219,PR100252,WINDOWS,Product101,0,0,0
U122918,0,1,141,PR100017,ANDROID,Product101,0,0,0
U105453,3,27,267,PR100595,WINDOWS,PR100495,6,5,0
U114747,1,1,749,PR100147,WINDOWS,PR100147,1,2,0
U118415,0,4,55,PR100388,WINDOWS,PR100146,0,0,0
U121162,0,1,96,PR101471,WINDOWS,PR101471,0,0,0
U127594,0,1,266,PR100095,WINDOWS,PR100095,0,0,0
U134838,0,0,283,Product101,WINDOWS,PR100102,0,0,0
U115635,1,1,179,PR100145,ANDROID,PR100145,2,0,0
U129998,0,0,1057,Product101,WINDOWS,PR100475,0,0,0
U110264,1,1,57,PR100209,ANDROID,PR100209,1,0,0
U132086,0,0,48,Product101,MAC OS X,PR100872,0,0,0
U109045,3,3,648,PR100017,ANDROID,PR100962,2,1,0
U127382,0,2,103,PR100166,WINDOWS,PR100166,0,0,0
U130150,0,0,76,Product101,WINDOWS,PR100137,0,0,0
U118455,0,8,62,PR100051,WINDOWS,PR100363,0,0,0
U119394,0,5,67,PR100850,WINDOWS,PR100145,0,0,0
U104471,1,2,83,PR100070,WINDOWS,PR100070,8,4,0
U133062,0,0,842,Product101,IOS,PR100319,0,0,0
U123412,0,1,177,PR100375,WINDOWS,PR100375,0,0,0
U136309,0,0,55,Product101,WINDOWS,Product101,0,0,0
U128694,0,0,104,Product101,WINDOWS,Product101,0,0,0
U109069,1,1,76,PR100257,WINDOWS,PR100257,1,0,0
U121882,0,5,806,PR100102,WINDOWS,PR100390,0,0,0
U120401,0,1,1966,PR100102,ANDROID,PR100102,0,0,0
U120861,0,1,85,PR100129,WINDOWS,PR100251,0,0,0
U104771,3,15,178,PR100390,WINDOWS,PR100102,13,15,0
U102795,1,1,608,PR100506,WINDOWS,PR100250,0,1,0
U104068,1,3,174,PR100312,WINDOWS,PR100312,1,1,0
U119121,0,1,67,PR100209,WINDOWS,PR100209,0,0,0
U121497,0,3,1172,PR100015,WINDOWS,PR100015,0,0,0
U109922,3,4,392,PR100069,WINDOWS,PR101049,3,1,0
U100874,1,4,165,PR100003,WINDOWS,PR100450,0,11,0
U112024,1,2,256,PR100258,WINDOWS,PR100470,1,0,0
U129120,0,0,670,Product101,ANDROID,PR100739,0,0,0
U131600,0,0,338,Product101,WINDOWS,PR100864,0,0,0
U103640,1,4,302,PR100308,WINDOWS,PR100308,2,17,0
U124429,0,2,382,PR100102,ANDROID,Product101,0,0,0
U104428,3,4,99,PR101241,ANDROID,PR100073,3,0,0
U119125,0,4,131,PR100200,WINDOWS,PR100120,0,0,0
U110841,1,3,107,PR100072,WINDOWS,PR100072,3,2,0
U131164,0,0,66,Product101,WINDOWS,PR100431,0,0,0
U104898,1,3,200,PR100035,WINDOWS,PR100035,1,0,0
U132524,0,0,1061,Product101,WINDOWS,Product101,0,0,0
U126431,0,1,46,PR100548,WINDOWS,PR100548,0,0,0
U107789,0,0,859,Product101,LINUX,PR100060,0,0,0
U105966,1,1,505,PR100017,ANDROID,PR100017,0,1,0
U105250,1,3,297,PR100910,WINDOWS,PR100070,2,0,0
U118600,0,5,132,PR100181,WINDOWS,PR100031,0,0,0
U110945,1,2,66,PR100048,WINDOWS,PR100403,1,4,0
U119257,0,1,168,PR102276,WINDOWS,PR101026,0,0,0
U131008,0,0,919,Product101,ANDROID,PR100133,0,0,0
U126490,0,1,107,PR100463,WINDOWS,PR100463,0,0,0
U103646,1,1,62,PR100025,ANDROID,PR100025,1,2,0
U113638,1,1,54,PR100019,MAC OS X,PR100019,1,0,0
U130768,0,0,589,Product101,WINDOWS,PR100877,0,0,0
U124600,0,1,335,PR101814,ANDROID,PR101814,0,0,0
U132583,0,0,650,Product101,ANDROID,Product101,0,0,0
U122746,0,1,336,PR101519,ANDROID,PR101519,0,0,0
U106238,1,2,56,PR100217,ANDROID,Product101,0,0,0
U114143,1,5,64,PR101228,WINDOWS,PR100133,2,7,0
U111629,1,1,83,PR100300,WINDOWS,Product101,0,3,0
U120570,0,2,434,PR100357,ANDROID,PR100946,0,0,0
U127891,0,1,77,PR100236,WINDOWS,Product101,0,0,0
U102995,0,4,1054,PR100406,WINDOWS,PR100051,0,0,0
U112013,1,1,810,PR100102,ANDROID,Product101,0,4,0
U128517,0,0,83,Product101,WINDOWS,PR100656,0,0,0
U114776,1,3,235,PR100051,UBUNTU,PR102284,1,0,0
U117364,1,1,600,PR100017,WINDOWS,PR100017,1,1,0
U127564,0,1,56,PR100102,ANDROID,PR100102,0,0,0
U132117,0,0,103,Product101,WINDOWS,PR101747,0,0,0
U105269,1,1,129,PR100023,WINDOWS,PR100023,1,0,0
U112220,1,2,167,PR100305,WINDOWS,PR100067,1,6,0
U120863,0,1,90,PR101053,MAC OS X,Product101,0,0,0
U118145,0,2,53,PR100189,LINUX,PR100189,0,0,0
U133826,0,0,61,Product101,WINDOWS,PR100849,0,0,0
U120800,0,5,57,PR100145,ANDROID,PR100219,0,0,0
U125132,0,3,380,PR100359,WINDOWS,PR100399,0,0,0
U108802,1,1,1278,PR100348,WINDOWS,PR100348,1,0,0
U135087,0,0,1277,Product101,ANDROID,PR100102,0,0,0
U120815,0,2,74,PR100145,ANDROID,PR100145,0,0,0
U125329,0,2,317,PR100279,WINDOWS,PR101044,0,0,0
U129738,0,0,65,Product101,WINDOWS,PR100312,0,0,0
U133761,0,0,83,Product101,WINDOWS,PR100730,0,0,0
U103659,0,1,95,PR100166,WINDOWS,Product101,0,0,0
U103476,1,1,80,PR100285,WINDOWS,PR100285,2,16,0
U105561,2,3,443,PR100720,WINDOWS,PR101781,4,3,0
U129646,0,0,327,Product101,WINDOWS,PR100071,0,0,0
U121773,0,1,261,PR100017,ANDROID,Product101,0,0,0
U120210,0,3,46,PR100048,MAC OS X,PR100043,0,0,0
U121937,0,2,81,PR100099,WINDOWS,PR101908,0,0,0
U129324,0,0,376,Product101,WINDOWS,PR100060,0,0,0
U130004,0,0,47,Product101,ANDROID,PR100102,0,0,0
U123028,0,0,368,Product101,ANDROID,PR100146,0,0,0
U129835,0,0,124,Product101,WINDOWS,Product101,0,0,0
U106524,1,2,47,PR100857,WINDOWS,PR101255,5,99,0
U107044,1,1,655,PR100025,ANDROID,PR100025,1,1,0
U126412,0,1,240,PR100017,ANDROID,PR100017,0,0,0
U113460,1,1,57,PR101529,ANDROID,PR100631,0,1,0
U128183,0,0,328,Product101,MAC OS X,PR100047,0,0,0
U117844,1,2,161,PR102030,WINDOWS,PR102030,0,1,0
U114033,1,1,436,PR100803,ANDROID,PR100803,2,0,0
U127248,0,1,182,PR100590,WINDOWS,PR100590,0,0,0
U107773,1,1,643,PR100540,WINDOWS,PR100540,2,2,0
U121076,0,1,345,PR100325,ANDROID,Product101,0,0,0
U107832,1,1,462,PR100006,WINDOWS,PR100006,1,0,0
U115892,2,2,489,PR100434,WINDOWS,PR100390,0,8,0
U117061,1,2,54,PR100333,WINDOWS,PR100333,1,0,0
U115432,1,1,97,PR100244,ANDROID,PR100244,1,0,0
U117126,1,1,316,PR100185,WINDOWS,PR100185,1,5,0
U126281,0,1,93,PR100061,WINDOWS,PR100061,0,0,0
U111950,3,1,203,PR100051,MAC OS X,PR100051,9,0,0
U131025,0,0,42,Product101,WINDOWS,PR100059,0,0,0
U101268,1,1,128,PR101426,WINDOWS,PR101426,1,0,0
U109354,1,2,1114,PR102182,WINDOWS,PR101480,1,0,0
U109868,1,3,47,PR105297,MAC OS X,PR105297,3,3,0
U114525,1,6,1648,PR100102,WINDOWS,PR100102,4,6,0
U108086,3,9,61,PR100257,WINDOWS,PR100064,4,2,0
U136247,0,0,686,Product101,WINDOWS,PR100041,0,0,0
U112391,1,1,2214,PR100102,ANDROID,Product101,0,7,0
U131504,0,0,242,Product101,WINDOWS,PR103003,0,0,0
U134375,0,0,522,Product101,WINDOWS,Product101,0,0,0
U111473,1,2,1682,PR100209,WINDOWS,PR100209,1,45,0
U121841,0,1,279,PR100017,ANDROID,Product101,0,0,0
U134541,0,0,466,Product101,WINDOWS,PR100758,0,0,0
U118114,0,1,310,PR100503,WINDOWS,PR100503,0,0,0
U109926,2,10,58,PR100469,WINDOWS,PR100163,7,58,0
U103083,0,0,392,Product101,WINDOWS,PR100622,0,0,0
U124275,0,1,101,PR100036,MAC OS X,PR100036,0,0,0
U113607,1,3,73,PR100145,ANDROID,PR100145,4,4,0
U136350,0,0,46,Product101,ANDROID,PR100055,0,0,0
U110231,1,2,98,PR100227,ANDROID,PR100446,1,0,0
U123613,0,4,474,PR100166,WINDOWS,PR100595,0,0,0
U108282,2,3,48,PR100072,WINDOWS,PR100017,3,1,0
U118714,0,1,1489,PR100675,WINDOWS,PR100019,0,0,0
U107791,0,0,1074,Product101,WINDOWS,Product101,0,0,0
U106410,1,1,178,PR100144,ANDROID,PR100017,0,1,0
U125281,0,1,61,PR100621,WINDOWS,Product101,0,0,0
U117179,1,1,49,PR100335,LINUX,Product101,0,6,0
U120045,0,1,50,PR100351,WINDOWS,PR100209,0,0,0
U102018,1,2,126,PR100176,WINDOWS,PR100427,0,5,0
U122795,0,1,50,PR100017,WINDOWS,PR100017,0,0,0
U104645,1,2,114,PR100694,WINDOWS,PR100694,3,0,0
U125642,0,2,739,PR100044,ANDROID,PR100044,0,0,0
U127551,0,1,115,PR101148,WINDOWS,PR101148,0,0,0
U134160,0,0,222,Product101,WINDOWS,PR100200,0,0,0
U108731,1,1,505,PR101689,WINDOWS,PR101689,1,0,0
U115362,1,1,210,PR100333,WINDOWS,PR100333,1,11,0
U114988,1,1,144,PR100329,WINDOWS,PR100329,1,0,0
U122044,0,4,104,PR100850,ANDROID,PR100070,0,0,0
U111478,1,3,51,PR100017,ANDROID,PR100219,2,1,0
U118686,0,3,117,PR100630,MAC OS X,PR100504,0,0,0
U133273,0,0,72,Product101,WINDOWS,Product101,0,0,0
U134921,0,0,454,Product101,WINDOWS,PR100146,0,0,0
U127805,0,1,46,PR100412,WINDOWS,PR100412,0,0,0
U128364,0,2,1494,PR100166,WINDOWS,PR100072,0,0,0
U126161,0,1,71,PR100667,ANDROID,PR100667,0,0,0
U113041,1,6,1005,PR100003,WINDOWS,PR100248,1,3,0
U109298,0,0,332,Product101,ANDROID,PR100850,0,0,0
U103047,3,3,49,PR100250,WINDOWS,PR100250,7,35,0
U107500,2,2,306,PR100017,ANDROID,PR100017,1,1,0
U136166,0,0,72,Product101,WINDOWS,PR100872,0,0,0
U105118,1,2,1169,PR100324,WINDOWS,PR100324,1,1,0
U109798,2,8,96,PR100095,WINDOWS,PR100044,7,13,0
U119754,0,1,720,PR100073,ANDROID,PR100073,0,0,0
U113382,2,4,126,PR100055,WINDOWS,PR100660,0,3,0
U133829,0,0,113,Product101,WINDOWS,PR100152,0,0,0
U107724,1,1,146,PR100017,ANDROID,PR100017,1,2,0
U108592,2,3,606,PR100276,WINDOWS,PR100276,4,6,0
U135291,0,0,234,Product101,WINDOWS,PR100320,0,0,0
U122783,0,1,56,PR100272,WINDOWS,PR100272,0,0,0
U114897,2,13,872,PR100101,WINDOWS,PR100203,16,12,0
U110674,3,1,191,PR100017,WINDOWS,PR100017,4,0,0
U102285,2,2,111,PR100070,ANDROID,PR100219,4,0,0
U110331,1,2,51,PR100010,UBUNTU,PR100010,1,0,0
U100091,2,12,107,PR100363,WINDOWS,PR100166,21,37,1
U128610,0,0,2113,Product101,ANDROID,PR100479,0,0,0
U120452,0,1,145,PR100820,IOS,PR100820,0,0,0
U128900,0,0,380,Product101,ANDROID,Product101,0,0,0
U114851,1,6,91,PR101013,WINDOWS,PR100761,1,9,0
U102179,1,8,2032,PR100003,IOS,PR100561,3,0,0
U116182,1,2,85,PR100258,ANDROID,PR100010,1,0,0
U118758,0,1,1180,PR100500,ANDROID,PR100500,0,0,0
U114688,1,1,392,PR100017,WINDOWS,Product101,0,2,0
U128579,0,0,217,Product101,WINDOWS,PR101117,0,0,0
U108479,1,3,1441,PR100407,ANDROID,PR100014,1,0,0
U116475,1,1,121,PR101063,WINDOWS,PR101063,1,0,0
U127705,0,1,52,PR101049,WINDOWS,PR101049,0,0,0
U107350,1,3,49,PR100707,LINUX,PR100509,3,6,0
U129110,0,0,874,Product101,WINDOWS,PR101685,0,0,0
U125406,0,1,841,PR100542,WINDOWS,Product101,0,0,0
U132429,0,0,131,Product101,WINDOWS,PR100147,0,0,0
U125464,0,1,81,PR100602,WINDOWS,PR100602,0,0,0
U111990,1,1,158,PR100102,ANDROID,PR100102,3,3,0
U109261,1,2,604,PR100200,WINDOWS,PR100200,1,1,0
U119716,0,5,44,PR100145,WINDOWS,PR100241,0,0,0
U129172,0,0,51,Product101,ANDROID,PR100353,0,0,0
U134177,0,0,394,Product101,ANDROID,PR100023,0,0,0
U107189,1,1,58,PR100012,WINDOWS,PR100012,1,4,0
U106193,0,2,322,PR100506,WINDOWS,PR100506,0,0,0
U105692,2,2,85,PR100142,WINDOWS,PR100355,1,2,0
U131478,0,0,248,Product101,WINDOWS,Product101,0,0,0
U104914,5,8,749,PR101287,WINDOWS,PR100224,6,8,0
U122057,0,1,386,PR100103,WINDOWS,PR100102,0,0,0
U101560,0,0,57,Product101,UBUNTU,PR101119,0,0,0
U115766,1,2,87,PR100082,WINDOWS,PR100773,3,1,0
U134180,0,0,51,Product101,ANDROID,PR100797,0,0,0
U134548,0,0,118,Product101,LINUX,PR100850,0,0,0
U124592,0,0,97,Product101,ANDROID,PR100239,0,0,0
