UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U135224,0,0,49,Product101,ANDROID,PR100172,0,0
U131064,0,0,90,Product101,ANDROID,PR101089,0,0
U133382,0,0,302,Product101,LINUX,PR101108,0,0
U105590,1,1,89,PR100021,WINDOWS,PR100021,1,0
U128905,0,0,862,Product101,WINDOWS,PR100102,0,0
U102162,2,6,236,PR101059,WINDOWS,PR100089,4,24
U128381,0,1,49,PR100469,WINDOWS,PR100469,0,0
U116609,1,1,57,PR100102,ANDROID,PR100102,0,0
U112014,2,5,329,PR100101,WINDOWS,PR100086,0,39
U117648,1,1,87,PR101293,WINDOWS,PR101293,2,1
U120291,0,1,49,PR100145,WINDOWS,PR100145,0,0
U115059,1,3,347,PR100309,ANDROID,PR100369,1,0
U119243,0,3,391,PR100390,WINDOWS,PR100390,0,0
U100937,2,6,461,PR101062,ANDROID,PR100390,7,18
U122119,0,1,43,PR100910,WINDOWS,Product101,0,0
U106748,1,2,413,PR100196,WINDOWS,PR100196,1,0
U105157,1,1,858,PR100089,ANDROID,PR100089,1,0
U114802,1,1,339,PR100017,MAC OS X,PR100017,2,4
U111744,1,1,183,PR100362,MAC OS X,PR100362,1,1
U114636,0,2,74,PR100086,ANDROID,PR109281,0,0
U126367,0,3,1465,PR100166,WINDOWS,PR100390,0,0
U106016,1,4,246,PR100044,ANDROID,PR100551,3,7
U118563,0,1,438,PR100333,WINDOWS,Product101,0,0
U100886,3,17,416,PR100558,WINDOWS,PR100154,21,44
U110532,1,1,1366,PR100102,ANDROID,PR100102,1,2
U104521,1,1,399,PR100010,ANDROID,PR100010,1,0
U107187,1,2,389,PR100062,WINDOWS,PR100735,1,0
U133591,0,0,52,Product101,ANDROID,Product101,0,0
U122576,0,1,606,PR100146,WINDOWS,PR100146,0,0
U107267,2,5,111,PR100005,WINDOWS,PR100244,5,2
U108509,2,2,942,PR100094,ANDROID,PR100094,2,0
U122747,0,3,174,PR100166,WINDOWS,PR100157,0,0
U117210,1,1,728,PR100474,WINDOWS,PR100474,0,6
U116175,1,10,149,PR100017,WINDOWS,PR100044,12,12
U101559,2,1,667,PR100281,ANDROID,PR100281,5,0
U102937,0,2,472,PR101050,WINDOWS,PR100196,0,0
U136923,0,0,66,Product101,MAC OS X,PR100145,0,0
U129702,0,0,1469,Product101,WINDOWS,PR100222,0,0
U113657,1,5,384,PR102072,WINDOWS,PR102072,2,0
U107259,1,77,1592,PR101340,WINDOWS,PR100978,28,22
U129392,0,0,78,Product101,MAC OS X,Product101,0,0
U127443,0,0,234,Product101,ANDROID,PR100739,0,0
U133037,0,0,132,Product101,WINDOWS,PR100166,0,0
U119870,0,2,190,PR101108,WINDOWS,PR101108,0,0
U112757,3,11,474,PR101389,WINDOWS,PR100557,8,16
U110314,1,2,88,PR100901,ANDROID,PR100241,1,1
U101981,0,1,1112,PR100209,WINDOWS,PR100209,0,0
U102537,1,2,438,PR100409,ANDROID,PR100409,1,0
U133811,0,0,239,Product101,ANDROID,PR102321,0,0
U110393,1,1,1383,PR100506,ANDROID,PR100506,1,1
U133307,0,0,429,Product101,ANDROID,Product101,0,0
U119147,0,1,87,PR101029,ANDROID,PR101029,0,0
U116236,1,5,735,PR100145,ANDROID,PR100145,2,3
U129259,0,0,1083,Product101,WINDOWS,PR100732,0,0
U130552,0,0,690,Product101,ANDROID,PR100023,0,0
U115665,1,3,943,PR100099,WINDOWS,PR100083,1,2
U115258,1,3,1094,PR100301,WINDOWS,PR100301,1,1
U109457,1,1,167,PR100470,ANDROID,PR100470,0,1
U124443,0,2,410,PR100355,MAC OS X,Product101,0,0
U127493,0,1,590,PR100102,WINDOWS,Product101,0,0
U123104,0,1,113,PR100178,WINDOWS,PR100178,0,0
U105994,1,3,839,PR100312,WINDOWS,PR100312,1,2
U105718,1,2,820,PR102158,WINDOWS,PR102158,3,2
U134185,0,0,55,Product101,WINDOWS,PR100600,0,0
U115639,2,1,201,PR100102,ANDROID,PR100102,1,1
U130398,0,0,349,Product101,ANDROID,PR101049,0,0
U121706,0,1,965,PR100200,WINDOWS,PR100200,0,0
U103938,1,5,1339,PR100206,WINDOWS,PR100206,0,3
U124334,0,0,61,Product101,ANDROID,Product101,0,0
U135420,0,0,59,Product101,IOS,PR101841,0,0
U121383,0,2,806,PR100427,WINDOWS,PR100082,0,0
U135896,0,0,49,Product101,WINDOWS,PR100200,0,0
U112320,1,6,210,PR100027,ANDROID,PR100013,3,0
U123904,0,2,154,PR100662,WINDOWS,PR100662,0,0
U131044,0,0,369,Product101,WINDOWS,PR100030,0,0
U131909,0,0,603,Product101,ANDROID,PR102072,0,0
U115269,1,1,348,PR100498,WINDOWS,PR100498,1,0
U119469,0,2,299,PR100017,ANDROID,PR100102,0,0
U120101,0,1,47,PR101616,ANDROID,PR101616,0,0
U136586,0,0,59,Product101,ANDROID,PR101702,0,0
U128394,0,0,42,Product101,MAC OS X,PR100070,0,0
U112672,2,2,61,PR100209,WINDOWS,PR100200,2,4
U121806,0,2,111,PR100070,WINDOWS,PR100070,0,0
U135455,0,0,48,Product101,WINDOWS,PR100060,0,0
U123895,0,1,105,PR100102,ANDROID,PR100102,0,0
U123481,0,1,63,PR100453,WINDOWS,PR100453,0,0
U127850,0,2,2344,PR100094,WINDOWS,PR100132,0,0
U124022,0,1,888,PR100119,MAC OS X,Product101,0,0
U119235,0,3,2036,PR105710,MAC OS X,PR105710,0,0
U136865,0,0,85,Product101,WINDOWS,PR100355,0,0
U127283,0,1,57,PR101765,ANDROID,PR101765,0,0
U104048,1,3,522,PR100133,WINDOWS,PR100133,2,0
U117603,1,1,55,PR100020,WINDOWS,PR100020,1,1
U122151,0,2,74,PR100223,ANDROID,PR108801,0,0
U125165,0,3,822,PR101822,WINDOWS,PR101822,0,0
U113001,1,1,89,PR100006,WINDOWS,PR100006,1,0
U123320,0,0,73,Product101,ANDROID,Product101,0,0
U135180,0,0,109,Product101,ANDROID,PR100241,0,0
U102223,1,1,106,PR100135,WINDOWS,PR100135,1,0
U120679,0,4,97,PR101760,WINDOWS,PR100197,0,0
U126433,0,1,1749,PR100017,ANDROID,PR100017,0,0
U101033,1,2,1177,PR100044,WINDOWS,PR100044,2,1
U108797,1,1,893,PR100676,ANDROID,PR100622,0,0
U128972,0,0,191,Product101,WINDOWS,PR101163,0,0
U114957,1,1,114,PR100195,WINDOWS,PR100195,2,7
U131281,0,0,61,Product101,WINDOWS,PR100030,0,0
U120243,0,2,1056,PR100166,WINDOWS,PR100166,0,0
U134463,0,0,60,Product101,ANDROID,PR101463,0,0
U130775,0,0,47,Product101,WINDOWS,PR100159,0,0
U126696,0,1,169,PR100149,WINDOWS,PR100149,0,0
U134295,0,0,64,Product101,WINDOWS,PR100288,0,0
U120220,0,1,56,PR100453,WINDOWS,PR100453,0,0
U106696,0,0,269,Product101,ANDROID,PR100320,0,0
U110288,1,3,56,PR100708,WINDOWS,PR100661,1,0
U101272,0,1,83,PR100166,ANDROID,PR100166,0,0
U124231,0,1,150,PR100378,WINDOWS,PR100378,0,0
U135814,0,0,140,Product101,IOS,PR100761,0,0
U116470,1,0,1183,Product101,ANDROID,Product101,1,0
U125034,0,2,212,PR100434,WINDOWS,PR100444,0,0
U136704,0,0,57,Product101,WINDOWS,Product101,0,0
U133078,0,0,72,Product101,WINDOWS,Product101,0,0
U113797,1,1,304,PR100166,MAC OS X,PR100166,1,0
U101289,1,3,1125,PR100279,WINDOWS,PR100103,2,0
U109840,2,9,42,PR100417,WINDOWS,PR100396,2,1
U123583,0,1,77,PR100119,WINDOWS,Product101,0,0
U135054,0,0,46,Product101,ANDROID,PR100251,0,0
U122476,0,1,2021,PR100635,ANDROID,PR100635,0,0
U116554,1,2,751,PR100577,MAC OS X,PR100577,1,1
U120231,0,1,51,PR100102,ANDROID,PR100915,0,0
U112442,2,9,175,PR100044,ANDROID,PR101704,8,6
U132090,0,0,263,Product101,WINDOWS,PR100072,0,0
U129674,0,0,83,Product101,WINDOWS,PR100431,0,0
U124394,0,1,347,PR100147,ANDROID,PR100147,0,0
U132038,0,0,432,Product101,ANDROID,PR100200,0,0
U100309,3,4,43,PR100102,ANDROID,PR100102,2,18
U133011,0,0,269,Product101,WINDOWS,Product101,0,0
U103849,1,1,244,PR100017,ANDROID,PR100017,1,1
U105652,1,1,1452,PR100067,WINDOWS,Product101,0,1
U117107,1,1,56,PR100241,ANDROID,PR100241,1,0
U106802,4,7,544,PR100390,WINDOWS,PR100390,7,6
U136537,0,0,1014,Product101,WINDOWS,Product101,0,0
U124689,0,1,408,PR101100,WINDOWS,Product101,0,0
U107035,2,1,146,PR100017,WINDOWS,PR100017,2,1
U118128,0,1,200,PR100613,ANDROID,PR100613,0,0
U117743,1,3,46,PR101575,WINDOWS,PR100166,3,13
U117527,1,2,413,PR100242,WINDOWS,PR100252,0,16
U109873,1,1,95,PR100096,ANDROID,PR100096,1,1
U108075,2,7,341,PR100115,ANDROID,PR101215,4,0
U100912,0,4,201,PR100649,WINDOWS,PR100123,0,0
U112917,1,1,389,PR101148,ANDROID,PR101148,1,0
U105563,2,5,395,PR100017,WINDOWS,PR100551,3,2
U120530,0,0,121,Product101,WINDOWS,PR100850,0,0
U100663,3,9,111,PR100673,WINDOWS,PR100997,4,8
U105488,1,3,77,PR100393,WINDOWS,PR100428,2,0
U113386,1,3,1535,PR100060,MAC OS X,PR106283,2,0
U134484,0,0,94,Product101,WINDOWS,PR100102,0,0
U105417,2,2,105,PR100166,WINDOWS,PR100390,9,6
U121219,0,0,46,Product101,IOS,PR100123,0,0
U119662,0,1,166,PR100751,ANDROID,PR100751,0,0
U112388,1,1,811,PR100102,ANDROID,PR100102,1,0
U115624,1,3,669,PR100102,WINDOWS,PR100072,0,1
U120525,0,1,145,PR100059,WINDOWS,PR100059,0,0
U130786,0,0,643,Product101,WINDOWS,PR100102,0,0
U128545,0,0,113,Product101,WINDOWS,PR100102,0,0
U115983,1,2,283,PR100013,WINDOWS,PR100095,1,2
U113738,1,1,169,PR100975,ANDROID,PR100975,1,0
U123701,0,1,58,PR101097,WINDOWS,Product101,0,0
U130851,0,0,989,Product101,WINDOWS,PR102173,0,0
U108417,1,1,243,PR100017,ANDROID,PR100017,1,0
U127187,0,9,48,PR100017,WINDOWS,PR100040,0,0
U115339,2,2,324,PR100883,WINDOWS,PR100181,2,2
U131499,0,0,223,Product101,WINDOWS,PR100872,0,0
U114377,1,1,788,PR100557,WINDOWS,Product101,0,1
U109579,3,11,509,PR100051,WINDOWS,PR101515,9,0
U126947,0,3,42,PR100051,ANDROID,PR100072,0,0
U132244,0,0,46,Product101,WINDOWS,PR101058,0,0
U115682,1,1,619,PR101194,ANDROID,PR101194,1,1
U107463,1,3,1640,PR102519,WINDOWS,PR102519,0,0
U103183,1,1,161,PR100048,WINDOWS,Product101,0,1
U104961,1,4,1037,PR100390,WINDOWS,PR100390,3,1
U113287,0,0,54,Product101,WINDOWS,Product101,0,0
U126686,0,1,88,PR100086,LINUX,PR100086,0,0
U100652,2,1,367,PR100224,WINDOWS,PR100224,1,1
U127270,0,1,79,PR100166,MAC OS X,PR100166,0,0
U117932,0,1,129,PR100109,WINDOWS,PR100109,0,0
U105969,2,15,101,PR100072,WINDOWS,PR100166,4,19
U130114,0,0,52,Product101,ANDROID,Product101,0,0
U112915,1,1,181,PR100428,ANDROID,Product101,0,0
U109309,1,2,244,PR100102,ANDROID,PR100102,1,1
U130265,0,0,341,Product101,MAC OS X,PR101765,0,0
U116536,0,0,81,Product101,ANDROID,Product101,0,0
U123035,0,2,59,PR100258,ANDROID,PR101637,0,0
U116959,1,5,58,PR100469,MAC OS X,PR100469,6,5
U112101,1,1,131,PR100041,WINDOWS,PR100041,1,2
U128186,0,1,58,PR100086,WINDOWS,Product101,0,0
U135991,0,0,731,Product101,WINDOWS,PR103678,0,0
U107315,1,1,350,PR100044,ANDROID,Product101,0,7
U126030,0,1,2256,PR100490,WINDOWS,PR100490,0,0
U123755,0,1,1880,PR100153,WINDOWS,PR100153,0,0
U131102,0,0,49,Product101,ANDROID,PR100277,0,0
U110297,0,0,152,Product101,ANDROID,PR100086,0,0
U106105,1,3,616,PR100017,WINDOWS,PR100044,1,0
U103805,1,1,229,PR100142,MAC OS X,PR100142,1,2
U121584,0,1,155,PR100055,MAC OS X,PR100055,0,0
U104652,3,6,1597,PR100390,WINDOWS,PR100401,19,22
U102801,1,0,118,Product101,WINDOWS,PR100484,1,0
U109221,2,3,78,PR100017,WINDOWS,PR100017,3,3
U108011,2,3,643,PR100250,WINDOWS,PR100250,2,5
U118236,0,3,217,PR100166,WINDOWS,PR100166,0,0
U108453,1,2,2068,PR100101,ANDROID,PR100719,1,0
U112538,1,1,162,PR100434,IOS,Product101,0,2
U102747,0,0,122,Product101,WINDOWS,PR100060,0,0
U106024,1,1,154,PR100522,ANDROID,PR100522,1,0
U123636,0,2,203,PR100743,ANDROID,PR100154,0,0
U123090,0,1,130,PR100330,ANDROID,PR100330,0,0
U130046,0,0,56,Product101,WINDOWS,Product101,0,0
U134210,0,0,259,Product101,MAC OS X,Product101,0,0
U117772,1,1,913,PR100339,WINDOWS,PR100339,1,0
U116797,1,6,773,PR100516,WINDOWS,PR100311,1,0
U135422,0,0,680,Product101,WINDOWS,PR100544,0,0
U117898,0,1,120,PR100102,ANDROID,PR100102,0,0
U106329,2,7,51,PR100045,ANDROID,PR100187,2,1
U129371,0,0,1067,Product101,WINDOWS,PR100051,0,0
U130388,0,0,451,Product101,ANDROID,PR100469,0,0
U114400,0,1,1481,PR101111,IOS,PR101111,0,0
U128936,0,0,270,Product101,WINDOWS,Product101,0,0
U132721,0,0,67,Product101,ANDROID,PR100219,0,0
U136205,0,0,484,Product101,ANDROID,PR100172,0,0
U105617,2,10,108,PR100017,WINDOWS,PR100017,26,57
U119285,0,3,67,PR100850,ANDROID,PR100850,0,0
U133400,0,0,1235,Product101,WINDOWS,PR100616,0,0
U115550,1,1,738,PR100098,ANDROID,PR100098,1,0
U134565,0,0,69,Product101,ANDROID,PR100102,0,0
U118928,0,3,705,PR100071,ANDROID,PR100071,0,0
U119888,0,1,1091,PR100047,MAC OS X,PR100047,0,0
U104605,2,3,185,PR100144,ANDROID,PR103384,3,6
U101323,5,9,115,PR100396,ANDROID,PR100396,11,16
U117530,1,2,270,PR100202,WINDOWS,PR104170,2,0
U122298,0,5,43,PR100363,ANDROID,PR100180,0,0
U121867,0,3,44,PR100095,ANDROID,PR100200,0,0
U134464,0,0,73,Product101,WINDOWS,PR100200,0,0
U135485,0,0,124,Product101,ANDROID,PR100371,0,0
U128795,0,0,728,Product101,ANDROID,PR100108,0,0
U126554,0,3,608,PR100321,WINDOWS,PR100321,0,0
U121016,0,1,172,PR100123,IOS,PR100123,0,0
U113362,2,4,54,PR100307,ANDROID,PR100545,2,0
U104636,4,9,1929,PR100202,WINDOWS,PR100202,8,0
U129557,0,0,84,Product101,WINDOWS,PR100105,0,0
U104974,2,17,255,PR100431,WINDOWS,PR100781,2,0
U127185,0,0,178,Product101,WINDOWS,PR100859,0,0
U132394,0,0,246,Product101,ANDROID,Product101,0,0
U123612,0,1,61,PR100051,LINUX,PR100051,0,0
U135077,0,0,90,Product101,WINDOWS,PR100055,0,0
U122808,0,1,333,PR100017,ANDROID,PR100017,0,0
U103755,2,7,1039,PR100430,WINDOWS,PR100400,2,6
U131403,0,0,67,Product101,WINDOWS,PR100113,0,0
U122200,0,4,65,PR100901,WINDOWS,PR100145,0,0
U128003,0,1,239,PR100545,WINDOWS,PR100545,0,0
U111097,0,1,390,PR100160,WINDOWS,Product101,0,0
U136167,0,0,313,Product101,WINDOWS,Product101,0,0
U124801,0,1,943,PR100017,WINDOWS,PR100017,0,0
U109256,1,1,1475,PR100935,ANDROID,PR100935,1,0
U104312,1,1,58,PR100793,ANDROID,PR100793,1,0
U128901,0,0,110,Product101,ANDROID,PR100479,0,0
U114392,1,1,109,PR101329,ANDROID,PR102593,0,0
U129322,0,0,876,Product101,ANDROID,PR100243,0,0
U118147,0,1,171,PR102722,WINDOWS,Product101,0,0
U115285,1,1,50,PR100060,WINDOWS,Product101,0,1
U104692,2,3,741,PR100014,ANDROID,PR100365,3,0
U124219,0,5,282,PR100102,WINDOWS,PR100200,0,0
U106394,1,2,118,PR100539,WINDOWS,PR100017,2,0
U130839,0,0,267,Product101,MAC OS X,Product101,0,0
U102384,3,36,1908,PR100102,WINDOWS,PR100688,27,44
U107719,1,1,1039,PR100014,IOS,PR100014,3,1
U106019,3,2,1438,PR100019,WINDOWS,PR100019,1,3
U136067,0,0,146,Product101,WINDOWS,Product101,0,0
U106634,3,6,812,PR100390,WINDOWS,PR100166,7,11
U133248,0,0,245,Product101,ANDROID,PR100920,0,0
U101966,1,1,55,PR100432,WINDOWS,PR100432,1,0
U133654,0,0,388,Product101,WINDOWS,PR100121,0,0
U135231,0,0,1241,Product101,WINDOWS,PR100773,0,0
U116161,1,3,133,PR100308,MAC OS X,PR100050,4,0
U129955,0,0,87,Product101,WINDOWS,PR100771,0,0
U129327,0,0,371,Product101,WINDOWS,PR100251,0,0
U127849,0,1,143,PR100619,ANDROID,PR100619,0,0
U114883,1,1,111,PR100086,WINDOWS,PR100724,0,1
U108974,1,1,96,PR100017,WINDOWS,PR100017,1,1
U100788,1,4,863,PR100946,WINDOWS,PR100099,2,2
U108517,1,3,1141,PR102286,WINDOWS,PR102286,2,2
U132782,0,0,45,Product101,WINDOWS,PR100097,0,0
U124402,0,2,249,PR100428,WINDOWS,PR100145,0,0
U108172,1,4,282,PR100017,WINDOWS,PR101008,2,3
U132531,0,0,1012,Product101,WINDOWS,Product101,0,0
U102718,1,1,45,PR100946,LINUX,PR100946,2,0
U115092,2,3,86,PR100453,WINDOWS,PR100453,3,2
U103434,1,1,98,PR100226,WINDOWS,PR100226,1,0
U111928,1,3,74,PR100044,WINDOWS,PR100044,1,0
U136598,0,0,837,Product101,WINDOWS,PR100083,0,0
U123702,0,1,45,PR100166,IOS,PR100166,0,0
U126733,0,1,876,PR100017,ANDROID,PR100017,0,0
U130030,0,0,615,Product101,WINDOWS,Product101,0,0
U117562,1,4,136,PR101063,WINDOWS,PR101063,0,2
U118110,0,1,86,PR100166,WINDOWS,PR100166,0,0
U115270,1,1,246,PR100145,ANDROID,Product101,0,5
U130891,0,0,98,Product101,WINDOWS,PR100102,0,0
U107283,1,1,197,PR100924,WINDOWS,Product101,1,15
U123192,0,0,190,Product101,ANDROID,PR100178,0,0
U135685,0,0,68,Product101,WINDOWS,PR101634,0,0
U106565,4,3,375,PR100287,WINDOWS,PR101832,9,4
U116330,1,2,248,PR100036,WINDOWS,PR100036,2,3
U126598,0,1,88,PR100209,WINDOWS,Product101,0,0
U123196,0,1,72,PR101785,WINDOWS,Product101,0,0
U122874,0,1,75,PR101625,ANDROID,PR101625,0,0
U130698,0,0,544,Product101,ANDROID,PR100019,0,0
U102065,0,0,128,Product101,MAC OS X,Product101,0,0
U126612,0,2,57,PR100275,WINDOWS,PR100275,0,0
U116788,1,1,460,PR100102,ANDROID,PR100017,0,8
U102275,2,3,70,PR100476,WINDOWS,PR100086,2,6
U136740,0,0,79,Product101,WINDOWS,PR100548,0,0
U125949,0,1,526,PR100662,WINDOWS,PR100662,0,0
U115935,1,1,724,PR100006,ANDROID,PR100006,1,1
U121525,0,4,889,PR101436,WINDOWS,PR100166,0,0
U119804,0,3,606,PR100101,WINDOWS,Product101,0,0
U100163,4,12,1545,PR100390,MAC OS X,PR100811,9,10
U113562,0,2,62,PR100885,ANDROID,PR100885,0,0
U127361,0,1,56,PR100003,WINDOWS,PR100885,0,0
U122845,0,1,469,PR101440,WINDOWS,Product101,0,0
U128838,0,0,130,Product101,WINDOWS,PR100390,0,0
U125799,0,1,121,PR100017,ANDROID,PR100017,0,0
U121341,0,1,1453,PR100086,WINDOWS,PR100086,0,0
U132734,0,0,256,Product101,WINDOWS,PR100017,0,0
U116962,1,2,648,PR100338,WINDOWS,PR100338,2,12
U107164,1,4,910,PR100017,WINDOWS,PR100017,5,5
U131045,0,0,72,Product101,WINDOWS,PR100244,0,0
U106465,2,2,84,PR100312,ANDROID,PR100182,1,2
U117713,1,2,152,PR100010,ANDROID,PR100010,2,0
U132744,0,0,54,Product101,WINDOWS,PR100219,0,0
U109035,1,1,43,PR100017,WINDOWS,PR100017,1,2
U123529,0,1,907,PR100771,WINDOWS,PR100771,0,0
U105373,1,1,832,PR100370,MAC OS X,PR100370,1,1
U115249,1,4,351,PR100200,WINDOWS,PR100081,0,0
U135836,0,0,1154,Product101,WINDOWS,PR100200,0,0
U109041,1,2,350,PR100071,WINDOWS,PR100071,1,10
U108106,2,3,45,PR100263,MAC OS X,PR100263,8,3
U106195,1,1,433,PR100319,ANDROID,PR100319,1,0
U114095,2,3,117,PR100882,WINDOWS,PR101225,2,1
U106265,2,6,1095,PR100187,WINDOWS,PR100187,1,7
U107276,4,16,154,PR101042,WINDOWS,PR101042,31,420
U102238,1,9,136,PR100142,WINDOWS,PR100166,0,2
U114786,1,1,408,PR100017,WINDOWS,Product101,0,1
U122751,0,1,431,PR100313,WINDOWS,PR100313,0,0
U103408,3,22,1572,PR101042,WINDOWS,PR101367,44,406
U115740,1,1,1021,PR100352,ANDROID,PR100352,1,0
U101957,3,13,1678,PR101529,ANDROID,PR100618,10,1
U112435,1,2,60,PR100504,LINUX,PR100504,1,1
U121910,0,3,121,PR100070,WINDOWS,PR100469,0,0
U136593,0,0,87,Product101,ANDROID,PR100070,0,0
U121657,0,1,47,PR100102,WINDOWS,PR100102,0,0
U119744,0,1,62,PR100071,WINDOWS,Product101,0,0
U129529,0,0,79,Product101,ANDROID,PR100201,0,0
U126555,0,5,458,PR101853,WINDOWS,PR101751,0,0
U124840,0,5,1508,PR100591,WINDOWS,PR100279,0,0
U100959,3,2,48,PR100021,MAC OS X,PR100021,3,11
U124354,0,1,1704,PR101109,WINDOWS,Product101,0,0
U128420,0,0,372,Product101,WINDOWS,PR100060,0,0
U118040,0,4,945,PR100390,MAC OS X,PR101907,0,0
U103691,0,7,850,PR100134,WINDOWS,PR100399,0,0
U118483,0,4,51,PR100588,WINDOWS,PR100028,0,0
U132729,0,0,208,Product101,WINDOWS,PR100102,0,0
U130917,0,0,169,Product101,WINDOWS,PR100307,0,0
U133554,0,0,89,Product101,WINDOWS,PR100686,0,0
U105509,0,0,241,Product101,WINDOWS,PR100001,0,0
U130583,0,0,1069,Product101,IOS,PR100078,0,0
U117897,0,2,888,PR100102,ANDROID,PR100102,0,0
U134980,0,0,47,Product101,ANDROID,Product101,0,0
U106481,1,0,2096,Product101,ANDROID,PR100017,0,1
U125885,0,2,780,PR100252,WINDOWS,PR100036,0,0
U120355,0,1,743,PR100282,ANDROID,PR100282,0,0
U106299,1,6,946,PR100953,WINDOWS,PR100953,5,13
U101872,0,0,202,Product101,WINDOWS,PR104876,0,0
U104002,0,0,420,Product101,ANDROID,PR101381,0,0
U118371,0,1,50,PR100258,ANDROID,PR100258,0,0
U109198,0,1,144,PR100017,ANDROID,PR100428,0,0
U106484,1,2,277,PR100025,ANDROID,PR100739,0,1
U128499,0,0,57,Product101,MAC OS X,PR101116,0,0
U101434,0,0,42,Product101,MAC OS X,PR100166,0,0
U132781,0,0,825,Product101,WINDOWS,PR100771,0,0
U132193,0,0,123,Product101,IOS,PR100739,0,0
U123993,0,2,1667,PR101244,WINDOWS,PR101244,0,0
U110148,1,10,821,PR100232,LINUX,PR100515,10,13
U121826,0,1,173,PR100120,ANDROID,Product101,0,0
U105195,1,1,166,PR101339,WINDOWS,Product101,0,7
U124935,0,1,78,PR100061,WINDOWS,PR100061,0,0
U115407,1,2,59,PR100017,ANDROID,PR100145,8,2
U128259,0,1,135,PR100193,WINDOWS,PR100386,0,0
U125125,0,1,290,PR100469,WINDOWS,Product101,0,0
U106776,1,1,1516,PR100074,MAC OS X,PR100074,1,0
U127507,0,1,209,PR100070,WINDOWS,PR100060,0,0
U101008,2,2,154,PR100225,WINDOWS,PR100225,2,3
U105798,1,4,71,PR100027,ANDROID,PR100071,1,0
U134639,0,0,106,Product101,ANDROID,Product101,0,0
U118340,0,1,1081,PR100438,LINUX,Product101,0,0
U102634,1,4,86,PR100083,WINDOWS,PR100119,2,5
U107497,1,1,53,PR100182,ANDROID,PR100182,2,0
U128702,0,0,773,Product101,WINDOWS,PR100325,0,0
U111476,1,1,58,PR100470,ANDROID,PR100470,1,1
U131177,0,0,858,Product101,LINUX,PR100187,0,0
U131295,0,0,44,Product101,ANDROID,PR100028,0,0
U124076,0,4,408,PR100244,ANDROID,PR101330,0,0
U109604,1,3,231,PR100234,ANDROID,PR100444,1,1
U111196,1,2,81,PR100761,WINDOWS,PR100761,1,2
U123543,0,3,146,PR100485,MAC OS X,PR100327,0,0
U117632,1,2,659,PR100041,WINDOWS,PR100178,1,0
U135819,0,0,42,Product101,WINDOWS,Product101,0,0
U108714,2,1,1076,PR100301,ANDROID,PR100301,2,0
U104939,1,5,231,PR100095,ANDROID,PR100484,1,0
U134634,0,0,598,Product101,WINDOWS,PR100106,0,0
U112997,1,4,626,PR102856,WINDOWS,PR102856,4,4
U125331,0,2,69,PR100082,WINDOWS,PR100082,0,0
U103449,1,2,881,PR100307,LINUX,PR100307,1,2
U120169,0,1,143,PR100691,WINDOWS,PR100691,0,0
U122069,0,1,256,PR100258,ANDROID,PR100258,0,0
U131213,0,0,74,Product101,WINDOWS,Product101,0,0
U108399,1,2,171,PR101381,WINDOWS,PR101381,3,5
U120271,0,4,279,PR100166,WINDOWS,PR100166,0,0
U129070,0,0,295,Product101,WINDOWS,PR100762,0,0
U127034,0,1,189,PR100487,ANDROID,PR100487,0,0
U124614,0,1,50,PR101559,WINDOWS,PR101559,0,0
U123291,0,1,96,PR100258,ANDROID,PR100258,0,0
U133569,0,0,629,Product101,WINDOWS,PR100401,0,0
U122721,0,1,118,PR100275,WINDOWS,Product101,0,0
U124200,0,5,290,PR100219,WINDOWS,PR101289,0,0
U105531,1,1,999,PR100298,WINDOWS,PR100298,1,3
U126968,0,0,51,Product101,MAC OS X,PR100051,0,0
U111519,2,7,59,PR101901,WINDOWS,PR100044,8,36
U105691,1,2,70,PR100005,WINDOWS,PR100005,2,0
U121075,0,1,146,PR100202,ANDROID,PR100202,0,0
U114878,2,4,230,PR100209,WINDOWS,PR100209,4,25
U100232,1,4,978,PR100102,WINDOWS,PR100182,2,4
U127878,0,2,1097,PR100036,WINDOWS,PR100102,0,0
U101317,4,7,85,PR101151,WINDOWS,PR100470,3,18
U109642,1,5,134,PR100044,WINDOWS,PR100036,5,3
U102081,1,6,315,PR100138,WINDOWS,PR100819,4,19
U131249,0,0,56,Product101,WINDOWS,Product101,0,0
U132714,0,0,42,Product101,WINDOWS,Product101,0,0
U125101,0,1,840,PR100137,WINDOWS,PR100137,0,0
U132533,0,0,249,Product101,ANDROID,PR100730,0,0
U127587,0,1,57,PR100578,ANDROID,PR100578,0,0
U104758,2,3,2256,PR100378,WINDOWS,PR100378,1,5
U117470,0,0,722,Product101,WINDOWS,Product101,0,0
U115746,1,2,52,PR100321,WINDOWS,PR100672,0,2
U119884,0,1,50,PR100739,ANDROID,PR100563,0,0
U116206,1,6,794,PR101575,WINDOWS,PR101575,3,13
U104019,0,2,164,PR100699,ANDROID,PR100166,0,0
U123103,0,4,84,PR100248,LINUX,PR102909,0,0
U122599,0,1,102,PR100812,ANDROID,PR100812,0,0
U108668,1,1,806,PR100234,ANDROID,PR100234,3,2
U114404,2,8,1106,PR100328,WINDOWS,PR100119,7,0
U107104,1,1,456,PR100017,ANDROID,Product101,0,2
